Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"CHRNA7","Cholinergic Receptor Nicotinic Alpha 7 Subunit","Protein Coding","P36544","55","GC15P031923","3.11276626586914","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA7"
"HOXA1","Homeobox A1","Protein Coding","P49639","54","GC07M027092","3.11193323135376","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA1"
"LARP4","La Ribonucleoprotein 4","Protein Coding","Q71RC2","45","GC12P050392","3.11067366600037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP4"
"YWHAB","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Beta","Protein Coding","P31946","59","GC20P044885","3.11034750938416","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAB"
"MPV17","Mitochondrial Inner Membrane Protein MPV17","Protein Coding","P39210","53","GC02M027309","3.10977363586426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPV17"
"FKBP14","FKBP Prolyl Isomerase 14","Protein Coding","Q9NWM8","53","GC07M031484","3.1095073223114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP14"
"MIR486-2","MicroRNA 486-2","RNA Gene","","16","GC08P042324","3.10860872268677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR486-2"
"ACTG2","Actin Gamma 2, Smooth Muscle","Protein Coding","P63267","55","GC02P073892","3.10812067985535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG2"
"HDC","Histidine Decarboxylase","Protein Coding","P19113","57","GC15M050241","3.10785293579102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDC"
"NEUROG1","Neurogenin 1","Protein Coding","Q92886","52","GC05M135534","3.10783386230469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROG1"
"CYP26A1","Cytochrome P450 Family 26 Subfamily A Member 1","Protein Coding","O43174","55","GC10P093073","3.10753202438354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP26A1"
"CELF2","CUGBP Elav-Like Family Member 2","Protein Coding","O95319","56","GC10P010462","3.10640668869019","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF2"
"CTDP1","CTD Phosphatase Subunit 1","Protein Coding","Q9Y5B0","54","GC18P079679","3.10616898536682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTDP1"
"SLC39A6","Solute Carrier Family 39 Member 6","Protein Coding","Q13433","53","GC18M036108","3.10615158081055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A6"
"MFSD2A","MFSD2 Lysolipid Transporter A, Lysophospholipid","Protein Coding","Q8NA29","54","GC01P039955","3.10577249526978","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD2A"
"PTGES2","Prostaglandin E Synthase 2","Protein Coding","Q9H7Z7","54","GC09M128120","3.1055121421814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGES2"
"MIR802","MicroRNA 802","RNA Gene","","24","GC21P035720","3.10525488853455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR802"
"POFUT1","Protein O-Fucosyltransferase 1","Protein Coding","Q9H488","56","GC20P032207","3.10506153106689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POFUT1"
"SAPCD1","Suppressor APC Domain Containing 1","Protein Coding","Q5SSQ6","37","GC06P156260","3.10018348693848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAPCD1"
"LOC111982869","Sharpr-MPRA Regulatory Region 2121","Functional Element","","9","GC10P071805","3.09986042976379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111982869"
"FAU","FAU Ubiquitin Like And Ribosomal Protein S30 Fusion","Protein Coding","P62861","48","GC11M065120","3.09968876838684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAU"
"APBA2","Amyloid Beta Precursor Protein Binding Family A Member 2","Protein Coding","Q99767","55","GC15P174724","3.09892749786377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBA2"
"CAPN9","Calpain 9","Protein Coding","O14815","52","GC01P230747","3.0988929271698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN9"
"PAM","Peptidylglycine Alpha-Amidating Monooxygenase","Protein Coding","P19021","54","GC05P102753","3.09831404685974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAM"
"SLC5A1","Solute Carrier Family 5 Member 1","Protein Coding","P13866","59","GC22P032043","3.09805250167847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A1"
"ITM2A","Integral Membrane Protein 2A","Protein Coding","O43736","48","GC0XM079360","3.09490561485291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITM2A"
"FIBP","FGF1 Intracellular Binding Protein","Protein Coding","O43427","55","GC11M132838","3.09475111961365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIBP"
"RPL13A","Ribosomal Protein L13a","Protein Coding","P40429","54","GC19P049487","3.09147047996521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL13A"
"NUP107","Nucleoporin 107","Protein Coding","P57740","56","GC12P068686","3.09126567840576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP107"
"NEDD8","NEDD8 Ubiquitin Like Modifier","Protein Coding","Q15843","52","GC14M024216","3.09034752845764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD8"
"ENSG00000272501","Novel Transcript, Antisense To HCG27","RNA Gene","","11","GC06M100250","3.08893013000488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000272501"
"BBIP1","BBSome Interacting Protein 1","Protein Coding","A8MTZ0","43","GC10M110898","3.08839011192322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBIP1"
"MFSD11","Major Facilitator Superfamily Domain Containing 11","Protein Coding","O43934","43","GC17P076735","3.08838081359863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD11"
"NUP205","Nucleoporin 205","Protein Coding","Q92621","52","GC07P135557","3.08729267120361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP205"
"MSTO1","Misato Mitochondrial Distribution And Morphology Regulator 1","Protein Coding","Q9BUK6","51","GC01P170498","3.08576369285583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSTO1"
"MIR525","MicroRNA 525","RNA Gene","","24","GC19P053697","3.08412885665894","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR525"
"FNDC3B","Fibronectin Type III Domain Containing 3B","Protein Coding","Q53EP0","46","GC03P172039","3.08272242546082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC3B"
"ZNF384","Zinc Finger Protein 384","Protein Coding","Q8TF68","47","GC12M032705","3.08267164230347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF384"
"PRICKLE1","Prickle Planar Cell Polarity Protein 1","Protein Coding","Q96MT3","56","GC12M042456","3.08183217048645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRICKLE1"
"PRG2","Proteoglycan 2, Pro Eosinophil Major Basic Protein","Protein Coding","P13727","52","GC11M057386","3.08139538764954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRG2"
"CNDP2","Carnosine Dipeptidase 2","Protein Coding","Q96KP4","53","GC18P074495","3.08040165901184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNDP2"
"TUBGCP6","Tubulin Gamma Complex Component 6","Protein Coding","Q96RT7","52","GC22M050217","3.07915234565735","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBGCP6"
"ANKZF1","Ankyrin Repeat And Zinc Finger Peptidyl TRNA Hydrolase 1","Protein Coding","Q9H8Y5","48","GC02P219229","3.07862186431885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKZF1"
"ADM2","Adrenomedullin 2","Protein Coding","Q7Z4H4","47","GC22P050481","3.07683777809143","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADM2"
"HLF","HLF Transcription Factor, PAR BZIP Family Member","Protein Coding","Q16534","50","GC17P055264","3.07591962814331","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLF"
"PIPOX","Pipecolic Acid And Sarcosine Oxidase","Protein Coding","Q9P0Z9","48","GC17P133251","3.07540225982666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIPOX"
"SEC24C","SEC24 Homolog C, COPII Coat Complex Component","Protein Coding","P53992","56","GC10P073744","3.07529473304749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC24C"
"SHMT2","Serine Hydroxymethyltransferase 2","Protein Coding","P34897","58","GC12P057229","3.07523608207703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHMT2"
"NLGN3","Neuroligin 3","Protein Coding","Q9NZ94","56","GC0XP071144","3.07465767860413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLGN3"
"CLEC3B","C-Type Lectin Domain Family 3 Member B","Protein Coding","P05452","53","GC03P061329","3.07174158096313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC3B"
"SEH1L","SEH1 Like Nucleoporin","Protein Coding","Q96EE3","46","GC18P012947","3.07135629653931","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEH1L"
"DUSP10","Dual Specificity Phosphatase 10","Protein Coding","Q9Y6W6","54","GC01M221701","3.07134675979614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP10"
"PABPC1","Poly(A) Binding Protein Cytoplasmic 1","Protein Coding","P11940","54","GC08M100685","3.07125616073608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PABPC1"
"CEP70","Centrosomal Protein 70","Protein Coding","Q8NHQ1","48","GC03M138494","3.07120704650879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP70"
"OR51I2","Olfactory Receptor Family 51 Subfamily I Member 2","Protein Coding","Q9H344","40","GC11P005449","3.07045722007751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR51I2"
"MANF","Mesencephalic Astrocyte Derived Neurotrophic Factor","Protein Coding","P55145","53","GC03P051385","3.07013654708862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MANF"
"HEY1","Hes Related Family BHLH Transcription Factor With YRPW Motif 1","Protein Coding","Q9Y5J3","56","GC08M079764","3.06872081756592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY1"
"FAM13A","Family With Sequence Similarity 13 Member A","Protein Coding","O94988","51","GC04M088725","3.06553936004639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM13A"
"GATM","Glycine Amidinotransferase","Protein Coding","P50440","58","GC15M045361","3.06516528129578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATM"
"YWHAH","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Eta","Protein Coding","Q04917","59","GC22P031944","3.06512427330017","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAH"
"PCNX2","Pecanex 2","Protein Coding","A6NKB5","41","GC01M232985","3.06507897377014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNX2"
"SMARCAD1","SWI/SNF-Related, Matrix-Associated Actin-Dependent Regulator Of Chromatin, Subfamily A, Containing DEAD/H Box 1","Protein Coding","Q9H4L7","52","GC04P094207","3.06496214866638","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCAD1"
"LRATD2","LRAT Domain Containing 2","Protein Coding","Q96KN1","44","GC08M136962","3.06263446807861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRATD2"
"NNAT","Neuronatin","Protein Coding","Q16517","42","GC20P037521","3.06185865402222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NNAT"
"MORC2","MORC Family CW-Type Zinc Finger 2","Protein Coding","Q9Y6X9","52","GC22M030925","3.06152868270874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORC2"
"MEF2A","Myocyte Enhancer Factor 2A","Protein Coding","Q02078","59","GC15P099565","3.06131887435913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2A"
"PRMT2","Protein Arginine Methyltransferase 2","Protein Coding","P55345","51","GC21P046635","3.06095457077026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT2"
"SFTPA1","Surfactant Protein A1","Protein Coding","Q8IWL2","58","GC10P119662","3.06067180633545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPA1"
"LINC00237","Long Intergenic Non-Protein Coding RNA 237","RNA Gene","","19","GC20M021075","3.06055068969727","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00237"
"LUNAR1","Leukemia-Associated Non-Coding IGF1R Activator RNA 1","RNA Gene","","19","GC15P099014","3.05899810791016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUNAR1"
"ATP6V1B1","ATPase H+ Transporting V1 Subunit B1","Protein Coding","P15313","55","GC02P070935","3.05839705467224","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1B1"
"AQP3","Aquaporin 3 (Gill Blood Group)","Protein Coding","Q92482","58","GC09M033431","3.05758166313171","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP3"
"HMGN4","High Mobility Group Nucleosomal Binding Domain 4","Protein Coding","O00479","41","GC06P026538","3.05528807640076","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGN4"
"TM4SF1","Transmembrane 4 L Six Family Member 1","Protein Coding","P30408","43","GC03M149370","3.05518960952759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM4SF1"
"DDHD2","DDHD Domain Containing 2","Protein Coding","O94830","51","GC08P038225","3.05506062507629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDHD2"
"LRG1","Leucine Rich Alpha-2-Glycoprotein 1","Protein Coding","P02750","50","GC19M100034","3.0527503490448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRG1"
"UBR4","Ubiquitin Protein Ligase E3 Component N-Recognin 4","Protein Coding","Q5T4S7","51","GC01M019074","3.05256223678589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR4"
"RIN2","Ras And Rab Interactor 2","Protein Coding","Q8WYP3","50","GC20P019761","3.05152106285095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIN2"
"SEC61A1","SEC61 Translocon Subunit Alpha 1","Protein Coding","P61619","54","GC03P128051","3.05123448371887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC61A1"
"MIR516B1","MicroRNA 516b-1","RNA Gene","","22","GC19P053736","3.04945659637451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR516B1"
"UBE3B","Ubiquitin Protein Ligase E3B","Protein Coding","Q7Z3V4","52","GC12P109477","3.0472936630249","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3B"
"PRRT2","Proline Rich Transmembrane Protein 2","Protein Coding","Q7Z6L0","52","GC16P029811","3.04715466499329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRT2"
"KIR2DS4","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 4","Protein Coding","P43632","42","GC19P133685","3.04660367965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DS4"
"NPHP4","Nephrocystin 4","Protein Coding","O75161","51","GC01M019618","3.04587078094482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHP4"
"NACA","Nascent Polypeptide Associated Complex Subunit Alpha","Protein Coding","E9PAV3","46","GC12M056712","3.04586601257324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NACA"
"MIR205HG","MIR205 Host Gene","RNA Gene","","19","GC01P210380","3.04315567016602","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR205HG"
"TTPA","Alpha Tocopherol Transfer Protein","Protein Coding","P49638","54","GC08M063048","3.04315423965454","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTPA"
"FAM181A-AS1","FAM181A Antisense RNA 1","RNA Gene","","21","GC14M122021","3.04301142692566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM181A-AS1"
"GNPTAB","N-Acetylglucosamine-1-Phosphate Transferase Subunits Alpha And Beta","Protein Coding","Q3T906","54","GC12M101745","3.04300236701965","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNPTAB"
"DMAP1","DNA Methyltransferase 1 Associated Protein 1","Protein Coding","Q9NPF5","50","GC01P062445","3.04233598709106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMAP1"
"CIAPIN1","Cytokine Induced Apoptosis Inhibitor 1","Protein Coding","Q6FI81","47","GC16M057428","3.04094743728638","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIAPIN1"
"GLRX","Glutaredoxin","Protein Coding","P35754","55","GC05M095752","3.04090595245361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRX"
"ITGB8","Integrin Subunit Beta 8","Protein Coding","P26012","52","GC07P020329","3.04047846794128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB8"
"RAMP2","Receptor Activity Modifying Protein 2","Protein Coding","O60895","55","GC17P042758","3.04041481018066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP2"
"POLR3A","RNA Polymerase III Subunit A","Protein Coding","O14802","57","GC10M079241","3.03927564620972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3A"
"DEFB4A","Defensin Beta 4A","Protein Coding","O15263","48","GC08P010295","3.0386848449707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB4A"
"MMP17","Matrix Metallopeptidase 17","Protein Coding","Q9ULZ9","56","GC12P131828","3.03635740280151","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP17"
"NCBP1","Nuclear Cap Binding Protein Subunit 1","Protein Coding","Q09161","51","GC09P097633","3.03588247299194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCBP1"
"HNMT","Histamine N-Methyltransferase","Protein Coding","P50135","57","GC02P137964","3.03582334518433","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNMT"
"B4GALT7","Beta-1,4-Galactosyltransferase 7","Protein Coding","Q9UBV7","52","GC05P177600","3.03486132621765","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT7"
"PKHD1L1","PKHD1 Like 1","Protein Coding","Q86WI1","43","GC08P109362","3.03233122825623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKHD1L1"
"GGCT","Gamma-Glutamylcyclotransferase","Protein Coding","O75223","51","GC07M030496","3.03134942054749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGCT"
"INCENP","Inner Centromere Protein","Protein Coding","Q9NQS7","50","GC11P062123","3.03065299987793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INCENP"
"MIR518C","MicroRNA 518c","RNA Gene","","21","GC19P133636","3.029132604599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR518C"
"EPB41","Erythrocyte Membrane Protein Band 4.1","Protein Coding","P11171","58","GC01P028887","3.02866649627686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41"
"MRAS","Muscle RAS Oncogene Homolog","Protein Coding","O14807","56","GC03P138347","3.02821826934814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRAS"
"KLK14","Kallikrein Related Peptidase 14","Protein Coding","Q9P0G3","50","GC19M051077","3.02712297439575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK14"
"DGUOK","Deoxyguanosine Kinase","Protein Coding","Q16854","55","GC02P073926","3.0268669128418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGUOK"
"TALDO1","Transaldolase 1","Protein Coding","P37837","59","GC11P014054","3.02628326416016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TALDO1"
"GPRC5A","G Protein-Coupled Receptor Class C Group 5 Member A","Protein Coding","Q8NFJ5","50","GC12P012890","3.02488970756531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPRC5A"
"RLN1","Relaxin 1","Protein Coding","P04808","41","GC09M005334","3.02473330497742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RLN1"
"IL18RAP","Interleukin 18 Receptor Accessory Protein","Protein Coding","O95256","50","GC02P102418","3.02432346343994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18RAP"
"PTGIS","Prostaglandin I2 Synthase","Protein Coding","Q16647","57","GC20M049503","3.02424669265747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGIS"
"GCNT1","Glucosaminyl (N-Acetyl) Transferase 1","Protein Coding","Q02742","51","GC09P076485","3.02314448356628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCNT1"
"RTRAF","RNA Transcription, Translation And Transport Factor","Protein Coding","Q9Y224","47","GC14P053145","3.0222499370575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTRAF"
