drugbank_id,name,target_name,polypeptide_id,gene_name
DB03455,(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid,Interleukin-2|,P60568|,IL2|
DB03456,N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide,Cathepsin K|,P43235|,CTSK|
DB03458,"N(4)-Adenosyl-N(4)-methyl-2,4-diaminobutanoic acid",,,
DB03459,Sparfosic acid,CAD protein|,P27708|,CAD|
DB03460,Violaxanthin,,,
DB03461,Nicotinamide adenine dinucleotide phosphate,"Alcohol dehydrogenase 1B|NADPH--cytochrome P450 reductase|NADP-dependent malic enzyme|Aldose reductase|Aldo-keto reductase family 1 member C2|Estradiol 17-beta-dehydrogenase 1|NAD(P) transhydrogenase, mitochondrial|Corticosteroid 11-beta-dehydrogenase isozyme 1|Sepiapterin reductase|L-xylulose reductase|Isocitrate dehydrogenase [NADP] cytoplasmic|Aldo-keto reductase family 1 member C1|Nitric oxide synthase, brain|Glucose-6-phosphate 1-dehydrogenase|Dihydrofolate reductase|C-1-tetrahydrofolate synthase, cytoplasmic|Aldo-keto reductase family 1 member C3|Flavin reductase (NADPH)|Quinone oxidoreductase|Dehydrogenase/reductase SDR family member 11|3-hydroxy-3-methylglutaryl-coenzyme A reductase|Malate dehydrogenase, cytoplasmic|Estradiol 17-beta-dehydrogenase 8|Alcohol dehydrogenase [NADP(+)]|2,4-dienoyl-CoA reductase, mitochondrial|NADPH:adrenodoxin oxidoreductase, mitochondrial|Prostaglandin reductase 1|Aldo-keto reductase family 1 member B10|Putative dehydrogenase/reductase SDR family member 4-like 2|",P00325|P16435|P48163|P15121|P52895|P14061|Q13423|P28845|P35270|Q7Z4W1|O75874|Q04828|P29475|P11413|P00374|P11586|P42330|P30043|Q08257|Q6UWP2|P04035|P40925|Q92506|P14550|Q16698|P22570|Q14914|O60218|P0CG22|,ADH1B|POR|ME1|AKR1B1|AKR1C2|HSD17B1|NNT|HSD11B1|SPR|DCXR|IDH1|AKR1C1|NOS1|G6PD|DHFR|MTHFD1|AKR1C3|BLVRB|CRYZ|DHRS11|HMGCR|MDH1|HSD17B8|AKR1A1|DECR1|FDXR|PTGR1|AKR1B10|DHRS4L1|
DB03462,Thymine,,,
DB03464,Formycin-5'-Monophosphate,,,
DB03466,BMS184394,Retinoic acid receptor gamma|,P13631|,RARG|
DB03467,Naringenin,Estrogen receptor alpha|Aldo-keto reductase family 1 member C1|Cytochrome P450 1B1|KAT8 regulatory NSL complex subunit 3|Sex hormone-binding globulin|Cytochrome P450 19A1|Estrogen receptor beta|,P03372|Q04828|Q16678|Q9P2N6|P04278|P11511|Q92731|,ESR1|AKR1C1|CYP1B1|KANSL3|SHBG|CYP19A1|ESR2|
DB03468,"1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide",Phenylethanolamine N-methyltransferase|,P11086|,PNMT|
DB03469,Heme D,,,
DB03470,Trypanothione,,,
DB03471,6-phenyl-4(R)-(7-phenyl-heptanoylamino)-hexanoic acid,"Phospholipase A2, membrane associated|",P14555|,PLA2G2A|
DB03472,Cyclohexyl-Hexyl-Beta-D-Maltoside,,,
DB03473,N5-Methylglutamine,,,
DB03474,Reactive Red 1 Dye,,,
DB03475,"1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One",,,
DB03476,Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine,Urokinase-type plasminogen activator|,P00749|,PLAU|
DB03477,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,Prostaglandin G/H synthase 2|,P35354|,PTGS2|
DB03478,2'-O-Acetyl Adenosine-5-Diphosphoribose,"NAD-dependent protein deacylase sirtuin-5, mitochondrial|",Q9NXA8|,SIRT5|
DB03479,"8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione","Glycogen phosphorylase, muscle form|",P11217|,PYGM|
DB03480,Brequinar Analog,"Dihydroorotate dehydrogenase (quinone), mitochondrial|",Q02127|,DHODH|
DB03481,"5,10-Dimethylene Tetrahydromethanopterin",,,
DB03482,8-demethyl-8-dimethylamino-flavin-adenine-dinucleotide,,,
DB03483,(4S)-5-[[(2S)-1-[[(2S)-1-Amino-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-4-benzamido-5-oxopentanoic acid,Tyrosine-protein phosphatase non-receptor type 1|,P18031|,PTPN1|
DB03484,sn-glycero-3-phosphoethanolamine,Annexin A5|,P08758|,ANXA5|
DB03485,alpha-D-Fucopyranose,Lactotransferrin|,P02788|,LTF|
DB03486,Phosphomethylphosphonic acid guanosyl ester,Soluble calcium-activated nucleotidase 1|,Q8WVQ1|,CANT1|
DB03487,(S)-Aspartimide,Lysozyme C|,P61626|,LYZ|
DB03488,Uridine-5'-diphosphate-2-deoxy-2-fluoro-alpha-D-galactose,,,
DB03489,2-Keto-3-Deoxygluconate,,,
DB03490,"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole",Cyclin-dependent kinase 2|,P24941|,CDK2|
DB03491,2'-Deoxyguanosine-5'-Diphosphate,Nucleoside diphosphate kinase A|,P15531|,NME1|
DB03492,"lambda-bis(2,2'-bipyridine)imidazole osmium (II)",,,
DB03493,7-Methylguanosine,,,
DB03495,"4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose",Pancreatic alpha-amylase|,P04746|,AMY2A|
DB03496,Alvocidib,"Cyclin-dependent kinase 2|Cyclin-dependent kinase 5|Cyclin-dependent kinase 9|Cyclin-dependent kinase 1|Cyclin-dependent kinase 6|Epidermal growth factor receptor|Cyclin-dependent kinase 4|Cyclin-dependent kinase 8|Cyclin-dependent kinase 7|Glycogen phosphorylase, muscle form|Glycogen phosphorylase, brain form|Glycogen phosphorylase, liver form|",P24941|Q00535|P50750|P06493|Q00534|P00533|P11802|P49336|P50613|P11217|P11216|,CDK2|CDK5|CDK9|CDK1|CDK6|EGFR|CDK4|CDK8|CDK7|PYGM|PYGB|
DB03497,L-serine O-sulfate,,,
DB03498,Mercaptomethyl Phosphonate,,,
DB03499,D-Malic acid,"NAD-dependent malic enzyme, mitochondrial|Citrate synthase, mitochondrial|",P23368|O75390|,ME2|CS|
DB03500,Tricosanoic acid,,,
DB03501,Galactose-uridine-5'-diphosphate,"Beta-1,4-galactosyltransferase 1|Histo-blood group ABO system transferase|UDP-glucose 4-epimerase|",P15291|P16442|Q14376|,B4GALT1|ABO|GALE|
DB03502,(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate,,,
DB03503,"4-Acetyl-4-guanidino-6-methyl(propyl)carboxamide-4,5-dihydro-2H-pyran-2-carboxylic acid",,,
DB03504,"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",Heat shock protein HSP 90-alpha|,P07900|,HSP90AA1|
DB03505,"2,6-diaminoquinazolin-4-ol",,,
DB03506,9-Deazaadenine,Adenine phosphoribosyltransferase|,P07741|,APRT|
DB03507,"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One",Tumor necrosis factor receptor superfamily member 1A|,P19438|,TNFRSF1A|
DB03508,Diethylene glycol ethyl methyl ether,,,
DB03509,2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,Poly [ADP-ribose] polymerase 1|,P09874|,PARP1|
DB03510,6-O-Phosphoryl Inosine Monophosphate,Adenylosuccinate synthetase isozyme 1|,Q8N142|,ADSSL1|
DB03511,alpha-D-galacturonic acid,,,
DB03512,"Uridine-2',3'-vanadate",Ribonuclease pancreatic|,P07998|,RNASE1|
DB03513,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",,,
DB03514,4-Vinylguaiacol,,,
DB03515,Equilenin,,,
DB03516,Eniluracil,Dihydropyrimidine dehydrogenase [NADP(+)]|Aldehyde oxidase|Xanthine dehydrogenase/oxidase|,Q12882|Q06278|P47989|,DPYD|AOX1|XDH|
DB03517,[Methylthio]Acetate,,,
DB03518,Mevalonic acid,,,
DB03520,6-Chloro-2-fluoropurine,,,
DB03522,Aspartic Acid-4-Carboxymethyl Ester,,,
DB03523,Brequinar,"Dihydroorotate dehydrogenase (quinone), mitochondrial|",Q02127|,DHODH|
DB03524,"N-[3-[4-(3-aminopropyl)piperazin-1-yl]propyl]-3-[(2-thiophen-2-ylacetyl)amino]-5-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzamide",,,
DB03525,RU79073,Proto-oncogene tyrosine-protein kinase Src|,P12931|,SRC|
DB03526,AL5927,Carbonic anhydrase 2|,P00918|,CA2|
DB03528,9-Beta-D-Xylofuranosyl-Adenine,,,
DB03530,Acylated ceftazidime,,,
DB03531,Flavin-adenine dinucleotide-N5-isobutyl ketone,D-amino-acid oxidase|,P14920|,DAO|
DB03532,Phosphomethylphosphonic acid guanylate ester,,,
DB03533,Acetyleneurea,,,
DB03534,3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide,,,
DB03535,Z-Pro-Prolinal,Prolyl endopeptidase|,P48147|,PREP|
DB03536,Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate,Cathepsin F|,Q9UBX1|,CTSF|
DB03537,[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid,,,
DB03539,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,Chitotriosidase-1|,Q13231|,CHIT1|
DB03540,Norcamphor,,,
DB03541,"10-Propargyl-5,8-Dideazafolic Acid",Ribosyldihydronicotinamide dehydrogenase [quinone]|Thymidylate synthase|Putative dehydrogenase/reductase SDR family member 4-like 2|,P16083|P04818|P0CG22|,NQO2|TYMS|DHRS4L1|
DB03542,L-Myo-Inositol-1-Phosphate,Inositol monophosphatase 1|,P29218|,IMPA1|
DB03543,1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,,,
DB03544,S-Phosphocysteine,,,
DB03546,"N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid",Trifunctional purine biosynthetic protein adenosine-3|,P22102|,GART|
DB03548,3-deoxy-alpha-D-manno-oct-2-ulopyranosonic acid,,,
DB03549,Biotinyl P-Nitroaniline,,,
DB03550,Isopenicillin N,,,
DB03551,"(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium",Purine nucleoside phosphorylase|,P00491|,PNP|
DB03552,3-Tyrosine,Tyrosine 3-monooxygenase|,P07101|,TH|
DB03553,Glutaric Acid,,,
DB03554,5-Iodouracil,Dihydropyrimidine dehydrogenase [NADP(+)]|,Q12882|,DPYD|
DB03555,CRA_11092,Trypsin-1|,P07477|,PRSS1|
DB03556,"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400",Carbonyl reductase [NADPH] 1|,P16152|,CBR1|
DB03557,4-[[(2S)-1-[[6-[(1-Amino-1-oxo-3-sulfanylpropan-2-yl)amino]-6-oxohexyl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[[2-[4-[difluoro(phosphono)methyl]phenyl]acetyl]amino]-4-oxobutanoic acid,Tyrosine-protein phosphatase non-receptor type 1|,P18031|,PTPN1|
DB03558,SP-876,,,
DB03559,Cyclohexylformamide,Alcohol dehydrogenase 1C|Alcohol dehydrogenase 4|,P00326|P08319|,ADH1C|ADH4|
DB03560,P-Hydroxybenzaldehyde,,,
DB03562,Tetrahydrodeoxyuridine,,,
DB03564,"(4r)-2-Methylpentane-2,4-Diol",,,
DB03565,1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,Phospholipase A2|,P04054|,PLA2G1B|
DB03566,Spermidine,"Thioredoxin reductase 1, cytoplasmic|Beta-1 adrenergic receptor|Beta-2 adrenergic receptor|",Q16881|P08588|P07550|,TXNRD1|ADRB1|ADRB2|
DB03567,alpha-N-Acetyl-D-galactosamine,,,
DB03568,Butyric Acid,Cholinesterase|,P06276|,BCHE|
DB03569,"4,5-Dehydro-L-Iduronic Acid",,,
DB03570,Tris-Hydroxymethyl-Methyl-Ammonium,,,
DB03571,"3-(5-amino-7-hydroxy-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(3,5-dichlorobenzyl)-benzamide",,,
DB03572,FR230513,Adenosine deaminase|,P00813|,ADA|
DB03573,WRR-99,Cathepsin F|,Q9UBX1|,CTSF|
DB03574,Ferricrocin-iron,,,
DB03575,Phencyclidine,"Glutamate receptor ionotropic, NMDA 3A|Sigma non-opioid intracellular receptor 1|",Q8TCU5|Q99720|,GRIN3A|SIGMAR1|
DB03576,N-Pyridoxyl-Threonine-5-Monophosphate,,,
DB03577,Alpha-Benzyl-Aminobenzyl-Phosphonic Acid,Prostatic acid phosphatase|,P15309|,ACPP|
DB03578,Pyruvamide,,,
DB03581,Glucose-6-Phosphate,Glucose-6-phosphate isomerase|,P06744|,GPI|
DB03582,N~2~-Succinylornithine,,,
DB03583,"(2E,3S)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'H)-one",Cyclin-dependent kinase 2|,P24941|,CDK2|
DB03584,4-Thio-beta-D-glucopyranose,,,
DB03585,Oxyphenbutazone,Group IIE secretory phospholipase A2|,Q9NZK7|,PLA2G2E|
DB03586,"(3R,4R,5S,6R)-6-Fluoro-3,4,5-trihydroxytetrahydro-2H-pyran-2-olate",,,
DB03587,Pyruvaldehyde,Phospholipase A2|,P04054|,PLA2G1B|
DB03588,Diphenylacetic acid,Cathepsin B|,P07858|,CTSB|
DB03589,Mesoxalic acid,"NAD-dependent malic enzyme, mitochondrial|",P23368|,ME2|
DB03590,"2,6-Diaminopimelic Acid",,,
DB03591,RU82209,Proto-oncogene tyrosine-protein kinase Src|,P12931|,SRC|
DB03592,Pterin-6-Yl-Methyl-Monophosphate,,,
DB03593,7-methyl-5'-guanylic acid,m7GpppX diphosphatase|,Q96C86|,DCPS|
DB03594,"1,2,4-Triazole",Carbonic anhydrase 2|,P00918|,CA2|
DB03595,CRA_9785,Trypsin-1|,P07477|,PRSS1|
DB03596,N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide,Carbonic anhydrase 2|,P00918|,CA2|
DB03597,gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A|cGMP-specific 3',5'-cyclic phosphodiesterase|Glutathione S-transferase Mu 4|",O76083|O76074|Q03013|,PDE9A|PDE5A|GSTM4|
DB03598,"Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",Carbonic anhydrase 2|,P00918|,CA2|
DB03600,Capric acid,Furin|Glycolipid transfer protein|Peroxisome proliferator-activated receptor gamma|,P09958|Q9NZD2|P37231|,FURIN|GLTP|PPARG|
DB03601,5-deoxyflavanone,,,
DB03602,S-benzylglutathione,Glutathione S-transferase A1|Lactoylglutathione lyase|,P08263|Q04760|,GSTA1|GLO1|
DB03603,Glucaric acid,,,
DB03604,Tiratricol,Thyroid hormone receptor beta|,P10828|,THRB|
DB03605,"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid",,,
DB03606,(S)-Rolipram,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D|cAMP-specific 3',5'-cyclic phosphodiesterase 4B|",Q08499|Q07343|,PDE4D|PDE4B|
DB03607,[(1R)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,,,
DB03608,Diminazene,"Peroxiredoxin-5, mitochondrial|Trypsin-1|Amiloride-sensitive amine oxidase [copper-containing]|",P30044|P07477|P19801|,PRDX5|PRSS1|AOC1|
DB03609,3'-deoxyguanosine,Purine nucleoside phosphorylase|,P00491|,PNP|
DB03610,4-(trifluoromethyl)phenol,,,
DB03611,L-2-amino-4-methoxy-cis-but-3-enoic acid,S-adenosylmethionine synthase isoform type-1|,Q00266|,MAT1A|
DB03612,3-Hydroxybutyryl-Coenzyme A,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial|",Q16836|,HADH|
DB03613,4-hydroxyphenacyl coenzyme A,,,
DB03614,Mecobalamin,Methionine synthase|,Q99707|,MTR|
DB03615,Ribostamycin,Protein disulfide-isomerase|,P07237|,P4HB|
DB03616,Kabiramide C,"Actin, alpha skeletal muscle|",P68133|,ACTA1|
DB03617,Modified Acarbose Hexasaccharide,,,
DB03618,2-(acetylamino)-2-deoxy-4-O-beta-D-galactopyranosyl-alpha-D-glucopyranose,,,
DB03619,Deoxycholic acid,Elongation factor Tu GTP-binding domain-containing protein 1|Bile acid receptor|Glutathione S-transferase P|G-protein coupled bile acid receptor 1|,Q7Z2Z2|Q96RI1|P09211|Q8TDU6|,EFTUD1|NR1H4|GSTP1|GPBAR1|
DB03621,"L-709,587",Peptidyl-prolyl cis-trans isomerase FKBP1A|,P62942|,FKBP1A|
DB03622,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",Neutrophil collagenase|,P22894|,MMP8|
DB03623,"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",Mitogen-activated protein kinase 10|,P53779|,MAPK10|
DB03624,7-(Carboxyamino)-8-Amino-Nonanoic Acid,,,
DB03626,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",NAD(P)H dehydrogenase [quinone] 1|,P15559|,NQO1|
DB03627,Adamantane,,,
DB03628,ISO24,Proto-oncogene tyrosine-protein kinase Src|,P12931|,SRC|
DB03629,Pyridoxal-5'-Phosphate-N-Oxide,,,
DB03630,2-Iodobenzylthio Group,,,
DB03631,"3-(4-hydroxy-3-imino-6-oxo-cyclohexa-1,4-dienyl)-alanine",,,
DB03632,Argifin,Chitotriosidase-1|,Q13231|,CHIT1|
DB03633,Lpc-Ether,Ganglioside GM2 activator|Phospholipase A2|,P17900|P04054|,GM2A|PLA2G1B|
DB03634,"1,3-DI(N-Propyloxy-A-mannopyranosyl)-carbomyl 5-methyazido-benzene",,,
DB03635,Ethanesulfonic acid,Platelet basic protein|,P02775|,PPBP|
DB03636,Glycinamide,Neutrophil collagenase|,P22894|,MMP8|
DB03637,Guanidine-3-propanol,Trypsin-3|,P35030|,PRSS3|
DB03638,Cytidyl-2'-5'-phospho-guanosine,,,
DB03639,1-Guanidinium-7-Aminoheptane,Deoxyhypusine synthase|,P49366|,DHPS|
DB03640,Beta-Hydroxyaspartic Acid,,,
DB03641,"2'-deoxyuridine 5'-alpha,beta-imido-diphosphate",,,
DB03642,N-[(2S)-4-Methyl-1-oxo-1-{[(4S)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide,Cathepsin K|,P43235|,CTSK|
DB03643,CRA_1144,Trypsin-1|Serine protease hepsin|,P07477|P05981|,PRSS1|HPN|
DB03644,3-hydroxyanthranilic acid,,,
DB03645,Phosphonoacetohydroxamic Acid,Beta-enolase|,P13929|,ENO3|
DB03646,"2,3-di-O-phytanyl-sn-glycerol",,,
DB03647,3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid,,,
DB03648,"(2S,2'S)-2,2'-(1,2-Hydrazinediylbis{methylene[(2S)-1-oxo-2,1-hexanediyl]imino})bis(6-amino-N-phenylhexanamide)",,,
DB03649,"[{(5-Chloro-2-Pyridinyl)Amino} Methylene]-1,1-Bisphosphonate",,,
DB03650,(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,Serine/threonine-protein kinase pim-1|,P11309|,PIM1|
DB03651,Picric acid,,,
DB03652,beta-D-Galactopyranuronic acid,,,
DB03653,"5-{[Ethyl(Methyl)Amino]Methyl}-2-Methyl-5,6-Dihydropyrimidin-4-Amine",,,
DB03654,"S,S-Propylthiocysteine",,,
DB03656,Tribenuron Methyl,,,
DB03657,1-deoxy-1-methoxycarbamido-beta-D-glucopyranose,"Glycogen phosphorylase, muscle form|",P11217|,PYGM|
DB03658,"(2R,4S)-2-[(1R)-1-{[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino}-2-oxoethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylic acid",,,
DB03659,Butylamine,,,
DB03660,4-Iodo-L-phenylalanine,Dipeptidyl peptidase 4|,P27487|,DPP4|
DB03661,L-cysteic acid,Cathepsin L1|Golgi-associated plant pathogenesis-related protein 1|Tyrosine-protein phosphatase non-receptor type 1|M-phase inducer phosphatase 2|,P07711|Q9H4G4|P18031|P30305|,CTSL|GLIPR2|PTPN1|CDC25B|
DB03662,Vitamin B6 Complexed with 2-Amino-Pentanoic Acid,,,
DB03663,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",Cyclin-dependent kinase 2|,P24941|,CDK2|
DB03664,P1-(adenosine-5'-P5-(uridine-5')pentaphosphate,UMP-CMP kinase|,P30085|,CMPK1|
DB03666,Zidovudine monophosphate,Thymidylate kinase|,P23919|,DTYMK|
DB03667,Acetic Acid Salicyloyl-Amino-Ester,Prostaglandin G/H synthase 1|,P23219|,PTGS1|
DB03668,6-oxouridine 5'-phosphate,,,
DB03669,4-Fluorophenethyl Alcohol,,,
DB03670,"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid",Tyrosine-protein phosphatase non-receptor type 1|,P18031|,PTPN1|
DB03671,Digoxigenin,,,
DB03672,9-N-Phenylmethylamino-Tacrine,Cholinesterase|,P06276|,BCHE|
DB03673,beta-2-Thienyl-L-alanine,Phenylalanine-4-hydroxylase|,P00439|,PAH|
DB03675,"2,3-Dihydroxy-Valerianic Acid",,,
DB03676,Cystein-S-Yl Cacodylate,,,
DB03677,N-Cyclohexyl-N'-Decylurea,Bifunctional epoxide hydrolase 2|,P34913|,EPHX2|
DB03678,"(6,7-Difluoro-Quinazolin-4-Yl)-(1-Methyl-2,2-Diphenyl-Ethyl)-Amine",,,
DB03679,2-Hydroxy-Tryptophan,,,
DB03680,Tartronate,"NAD-dependent malic enzyme, mitochondrial|NADP-dependent malic enzyme, mitochondrial|",P23368|Q16798|,ME2|ME3|
DB03682,"Dibenzofuran-4,6-Dicarboxylic Acid",,,
DB03683,2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid,Matrix metalloproteinase-9|,P14780|,MMP9|
DB03685,Uridine monophosphate,"Uridine-cytidine kinase-like 1|Glycosyltransferase 6 domain-containing protein 1|U6 snRNA-associated Sm-like protein LSm6|Beta-1,4-galactosyltransferase 1|Interferon-stimulated gene 20 kDa protein|",Q9NWZ5|Q7Z4J2|P62312|P15291|Q96AZ6|,UCKL1|GLT6D1|LSM6|B4GALT1|ISG20|
DB03686,S-(4-nitrobenzyl)glutathione,Glutathione S-transferase P|,P09211|,GSTP1|
DB03687,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,,,
DB03688,Hydracrylic acid,,,
DB03690,"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide",Phosphatidylinositol transfer protein alpha isoform|,Q00169|,PITPNA|
DB03691,WRR-112,Cathepsin F|,Q9UBX1|,CTSF|
DB03692,1-Hexadecanosulfonyl-O-L-Serine,,,
DB03693,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,Casein kinase I isoform gamma-2|,P78368|,CSNK1G2|
DB03694,N-phenylthiourea,,,
DB03695,Piritrexim,Dihydrofolate reductase|,P00374|,DHFR|
DB03696,Lanosterol,Lanosterol synthase|,P48449|,LSS|
DB03697,4-Sulfonamide-[1-(4-Aminobutane)]Benzamide,Carbonic anhydrase 2|,P00918|,CA2|
DB03698,5-Mercaptoethanol-2-decenoyl-coenzyme A,,,
DB03699,Succinyl-Coenzyme A,,,
DB03700,D-Threonine,,,
DB03701,Vanoxerine,Sodium-dependent dopamine transporter|,Q01959|,SLC6A3|
DB03702,"N-{4-[(Carboxymethyl)carbamoyl]benzoyl}-L-valyl-N-[(3S)-1,1,1-trifluoro-4-methyl-2-oxo-3-pentanyl]-L-prolinamide",Chymotrypsin-like elastase family member 1|,Q9UNI1|,CELA1|
DB03703,Cyclohexanol,Alcohol dehydrogenase 1B|,P00325|,ADH1B|
DB03704,12-Hydroxydodecanoic Acid,Alcohol dehydrogenase class-3|,P11766|,ADH5|
DB03705,6-Methylamino-5-Nitroisocytosine,,,
DB03706,1-Hydroxy-2-S-glutathionyl-3-para-nitrophenoxy-propane,Glutathione S-transferase Mu 4|,Q03013|,GSTM4|
DB03707,S-Ethyl-N-Phenyl-Isothiourea,"Nitric oxide synthase, endothelial|Nitric oxide synthase, brain|",P29474|P29475|,NOS3|NOS1|
DB03708,Adenosine 5'-phosphosulfate,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1|,O43252|,PAPSS1|
DB03709,Bicine,Plasminogen|,P00747|,PLG|
DB03710,[(1S)-4-(1-Aminobutylideneamino)-1-carboxybutyl]azanium,"Nitric oxide synthase, brain|",P29475|,NOS1|
DB03711,6-Hydroxy-6-Methyl-Heptan-3-One,Epididymal-specific lipocalin-9|,Q8WX39|,LCN9|
DB03712,RU85053,Proto-oncogene tyrosine-protein kinase Src|,P12931|,SRC|
DB03714,4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric Acid,Tyrosine-protein phosphatase non-receptor type 1|,P18031|,PTPN1|
DB03716,5'-Fluoro-5'-Deoxyadenosine,,,
DB03717,"3-Hydroxy-4-(3,4,5-trihydroxy-tetrahydro-pyran-2-yloxy)-piperidin-2-one",,,
DB03718,6-aza uridine 5'-monophosphate,,,
DB03719,N-Ethyl-5'-Carboxamido Adenosine,Endoplasmin|,P14625|,HSP90B1|
DB03720,"alpha,beta-Dehydroaminobutyric acid",,,
